order_number,booked_at,click_id,state,price_amount,price_currency,profit_amount,profit_currency
40819140,2025-09-02T06:49:14.142Z,3164301798333467328,paid,8524,rub,383.58,rub
40820327,2025-09-02T11:18:24.648Z,3164437586066785760,paid,3578,rub,161.01,rub
40818942,2025-09-02T05:48:01.234Z,3164271953687857856,paid,26824,rub,1072.96,rub
40821063,2025-09-02T13:53:22.931Z,3164509799942291168,paid,67202,rub,3024.09,rub
40821325,2025-09-02T14:51:14.448Z,3164544412043542240,paid,5257,rub,131.43,rub
40822129,2025-09-02T17:55:23.590Z,3164636233707646848,paid,22012,rub,550.3,rub
40821305,2025-09-02T14:45:24.737Z,3164538767719898560,paid,18739,rub,468.48,rub
40819888,2025-09-02T09:43:26.534Z,3164389124119959136,cancelled,32316,rub,807.9,rub
40821845,2025-09-02T16:45:53.265Z,3164602323771734016,cancelled,16887,rub,0,rub
40820591,2025-09-02T12:11:36.606Z,3164463024234856960,paid,83072,rub,3738.24,rub
40821641,2025-09-02T15:56:25.974Z,3164575533594412736,paid,94716,rub,4262.22,rub
40818598,2025-09-02T00:33:17.027Z,3164111811337617984,cancelled,13704,rub,342.6,rub
40821411,2025-09-02T15:05:58.291Z,3164552239034023968,cancelled,12538,rub,313.45,rub
40820840,2025-09-02T12:57:50.713Z,3164487644648342016,paid,10168,rub,406.72,rub
40819591,2025-09-02T08:36:44.844Z,3164355804554007680,paid,16727,rub,752.71,rub
40820091,2025-09-02T10:27:51.369Z,3164412459929067136,paid,12786,rub,319.65,rub
40818607,2025-09-02T01:14:45.700Z,3164132048611148352,cancelled,15500,rub,387.5,rub
40819303,2025-09-02T07:31:29.006Z,3164319057163981792,cancelled,14557,rub,363.93,rub
40819315,2025-09-02T07:34:09.850Z,3164319268794336672,cancelled,7772,rub,194.3,rub
40822395,2025-09-02T18:57:14.088Z,3164665507792581120,cancelled,4402,rub,110.05,rub
40820888,2025-09-02T13:07:40.439Z,3164492901495850464,paid,2942,rub,132.39,rub
40818616,2025-09-02T01:31:00.404Z,3164142218504344224,cancelled,18414,rub,460.35,rub
40821175,2025-09-02T14:14:17.415Z,3164526574834386624,cancelled,14398,rub,359.95,rub
40820358,2025-09-02T11:28:50.175Z,3164442732234524128,paid,13457,rub,336.43,rub
40821582,2025-09-02T15:45:34.754Z,3164570484662169472,paid,47348,rub,1183.7,rub
40818981,2025-09-02T06:01:51.513Z,3164275726564332512,cancelled,14372,rub,359.3,rub
40821635,2025-09-02T15:55:12.738Z,3164576288636241600,cancelled,61257,rub,1531.43,rub
40821809,2025-09-02T16:40:37.742Z,3164599736425343904,paid,3155,rub,78.88,rub
40820207,2025-09-02T10:54:07.370Z,3164424526305306784,paid,15767,rub,394.18,rub
40822282,2025-09-02T18:32:03.956Z,3164656302887271296,paid,24636,rub,1108.62,rub
40818646,2025-09-02T02:31:15.953Z,3164171278606019968,cancelled,33177,rub,829.43,rub
40821795,2025-09-02T16:36:27.838Z,3164598386740259744,cancelled,14398,rub,359.95,rub
40820610,2025-09-02T12:17:45.965Z,3164463556533977600,paid,17442,rub,784.89,rub
40821202,2025-09-02T14:19:06.546Z,3164527288831201344,paid,7572,rub,189.3,rub
40821284,2025-09-02T14:41:27.826Z,3164538327276512672,paid,10162,rub,406.48,rub
40821756,2025-09-02T16:26:10.877Z,3164590521805539008,paid,64285,rub,2892.82,rub
40821726,2025-09-02T16:16:23.228Z,3164586757839481760,paid,17233,rub,430.83,rub
40818963,2025-09-02T05:56:32.265Z,3164273952071750624,paid,5257,rub,131.43,rub
40819911,2025-09-02T09:46:54.220Z,3164391522022435040,paid,17108,rub,769.86,rub
40819570,2025-09-02T08:31:25.557Z,3164349214950491552,paid,33968,rub,1528.56,rub
40821972,2025-09-02T17:15:39.061Z,3164617222568170112,cancelled,110342,rub,2758.55,rub
40820427,2025-09-02T11:48:12.050Z,3164453109673371808,paid,28034,rub,1261.53,rub
40819198,2025-09-02T07:00:32.341Z,3164307683965389504,paid,7139,rub,285.56,rub
40819533,2025-09-02T08:22:28.905Z,3164348378136511904,paid,63324,rub,2849.58,rub
40820112,2025-09-02T10:32:02.006Z,3164413038759796352,paid,14332,rub,358.3,rub
40819527,2025-09-02T08:21:07.084Z,3164337018811620768,paid,20000,rub,500,rub
40820053,2025-09-02T10:18:35.173Z,3164400169653657216,paid,13716,rub,617.22,rub
40818953,2025-09-02T05:53:18.685Z,3164273373092571232,paid,11078,rub,498.51,rub
40820147,2025-09-02T10:41:47.048Z,3164418484426221792,paid,65362,rub,2941.29,rub
40820017,2025-09-02T10:06:43.062Z,3164400580458681952,cancelled,58796,rub,1469.9,rub
40821405,2025-09-02T15:04:33.616Z,3164551298454756800,paid,41552,rub,1038.8,rub
40821061,2025-09-02T13:53:02.975Z,3.16451E+18,paid,9862,rub,443.79,rub
40818729,2025-09-02T03:58:36.321Z,3164216753922573280,paid,13157,rub,526.28,rub
40820698,2025-09-02T12:37:36.032Z,3164467413280391680,paid,11672,rub,291.8,rub
40819296,2025-09-02T07:29:54.525Z,3164320347290134528,cancelled,4872,rub,121.8,rub
40822877,2025-09-02T21:40:32.373Z,3164749767904308064,cancelled,104180,rub,2604.5,rub
40822925,2025-09-02T22:21:01.592Z,3164769707647893664,cancelled,21724,rub,543.1,rub
40820860,2025-09-02T13:01:41.050Z,3164489710039826144,paid,22662,rub,566.55,rub
40819956,2025-09-02T09:56:14.492Z,3164387757095415776,paid,79957,rub,3598.07,rub
40822326,2025-09-02T18:46:28.071Z,3164662193193313248,paid,14302,rub,357.55,rub
40821225,2025-09-02T14:23:03.661Z,3164531566987542240,paid,17617,rub,792.77,rub
40821912,2025-09-02T16:57:46.597Z,3164608733123537824,paid,17201,rub,774.04,rub
40821330,2025-09-02T14:51:33.266Z,3164543468687910304,paid,14716,rub,662.22,rub
40821694,2025-09-02T16:08:01.509Z,3164578631609851328,cancelled,103128,rub,2578.2,rub
40818577,2025-09-02T00:00:18.219Z,3164091155549351808,cancelled,28045,rub,701.13,rub
40818974,2025-09-02T05:59:31.348Z,3164262432726133536,paid,57592,rub,1439.8,rub
40821299,2025-09-02T14:44:25.534Z,3164537371067475360,paid,41139,rub,1645.56,rub
40821983,2025-09-02T17:18:04.643Z,3164610557601010304,paid,7002,rub,315.09,rub
40820086,2025-09-02T10:25:45.578Z,3164405577161469824,paid,18145,rub,453.62,rub
40822647,2025-09-02T20:10:46.962Z,3164704728609293600,paid,13399,rub,334.98,rub
40819197,2025-09-02T07:00:24.104Z,3164308404657364384,cancelled,12614,rub,315.35,rub
40819330,2025-09-02T07:36:25.079Z,3164323387038827936,cancelled,6949,rub,173.73,rub
40821563,2025-09-02T15:41:22.293Z,3164569787976794144,cancelled,24522,rub,613.05,rub
40819833,2025-09-02T09:28:48.398Z,3164381752118767584,paid,5095,rub,203.8,rub
40821297,2025-09-02T14:44:00.545Z,3164541337140559584,paid,5257,rub,131.43,rub
40822398,2025-09-02T18:57:23.301Z,3164667465934459520,paid,17488,rub,786.96,rub
40822825,2025-09-02T21:18:17.337Z,3164739079483927392,paid,7671,rub,345.19,rub
40820274,2025-09-02T11:07:48.769Z,3164432327365815360,paid,38171,rub,954.28,rub
40820101,2025-09-02T10:30:07.514Z,3164413268513288160,cancelled,64950,rub,1623.75,rub
40820239,2025-09-02T11:00:07.504Z,3164428422945208032,paid,8927,rub,223.18,rub
40820681,2025-09-02T12:33:51.831Z,3164474160532826272,cancelled,13403,rub,335.08,rub
40820432,2025-09-02T11:49:18.559Z,3164453324078018432,paid,4623,rub,184.92,rub
40822261,2025-09-02T18:28:12.906Z,3164652419475337728,paid,18438,rub,460.95,rub
40818615,2025-09-02T01:30:54.452Z,3164141602858460256,cancelled,5536,rub,0,rub
40820008,2025-09-02T10:04:54.407Z,3164398975910703072,cancelled,25230,rub,630.75,rub
40820832,2025-09-02T12:56:32.078Z,3164485590184722144,cancelled,139363,rub,3484.08,rub
40819178,2025-09-02T06:56:07.886Z,3164306258866082784,cancelled,15674,rub,391.85,rub
40818687,2025-09-02T03:03:32.837Z,3164185197781074944,cancelled,10888,rub,272.2,rub
40821722,2025-09-02T16:16:07.896Z,3164587723499655808,cancelled,2820,rub,70.5,rub
40818626,2025-09-02T01:43:15.443Z,3164147661320585792,paid,16951,rub,762.79,rub
40819086,2025-09-02T06:34:15.362Z,3164295347342283744,cancelled,10806,rub,270.15,rub
40821105,2025-09-02T14:00:36.536Z,3164518641459625696,paid,24382,rub,609.55,rub
40818582,2025-09-02T00:06:29.711Z,3164099309401416064,paid,21176,rub,952.92,rub
40818930,2025-09-02T05:45:37.851Z,3164269195714237408,paid,11314,rub,509.13,rub
40822258,2025-09-02T18:27:48.501Z,3164652641175993216,paid,18315,rub,457.88,rub
40821312,2025-09-02T14:47:32.277Z,3164542673068066496,paid,10512,rub,262.8,rub
40819862,2025-09-02T09:35:42.935Z,3164386025110003328,paid,4274,rub,106.85,rub
40819421,2025-09-02T07:56:11.517Z,3164335144693797856,paid,13101,rub,327.53,rub
40821561,2025-09-02T15:41:00.945Z,3164570295839852224,paid,33228,rub,830.7,rub
40822581,2025-09-02T19:51:40.505Z,3164695814651482560,paid,2317,rub,104.27,rub
40820138,2025-09-02T10:39:46.490Z,3164413992467142240,cancelled,22102,rub,552.55,rub
40822172,2025-09-02T18:02:21.716Z,3164639707518882432,cancelled,11672,rub,291.8,rub
40818707,2025-09-02T03:29:57.893Z,3164201922928658752,cancelled,5508,rub,0,rub
40820236,2025-09-02T10:59:50.980Z,3164424150425676768,cancelled,88436,rub,0,rub
40820251,2025-09-02T11:02:19.485Z,3164429368183490848,paid,8366,rub,334.64,rub
40820438,2025-09-02T11:50:43.634Z,3164453623054993696,paid,20484,rub,512.1,rub
40822369,2025-09-02T18:53:12.275Z,3164666135233428352,paid,17604,rub,440.1,rub
40821272,2025-09-02T14:37:44.003Z,3164536717325999552,paid,33469,rub,1506.11,rub
40819784,2025-09-02T09:17:39.884Z,3164374579548549088,paid,12538,rub,313.45,rub
40822569,2025-09-02T19:49:51.019Z,3164695190538056192,cancelled,18982,rub,474.55,rub
40822177,2025-09-02T18:04:17.344Z,3164634843409699456,cancelled,51578,rub,1289.45,rub
40822352,2025-09-02T18:51:28.160Z,3164664606603358272,paid,11006,rub,275.15,rub
40822552,2025-09-02T19:43:32.962Z,3164688862037532928,paid,43880,rub,1974.6,rub
40822374,2025-09-02T18:53:25.166Z,3164664552430793216,paid,14862,rub,371.55,rub
40819325,2025-09-02T07:35:17.393Z,3164324903992755616,cancelled,31839,rub,795.98,rub
40820569,2025-09-02T12:07:14.442Z,3164462295500178912,cancelled,23934,rub,598.35,rub
40822746,2025-09-02T20:40:36.662Z,3164718081822000416,cancelled,6092,rub,152.3,rub
40821654,2025-09-02T16:00:32.050Z,3164579515275505536,paid,22128,rub,553.2,rub
40822645,2025-09-02T20:10:22.649Z,3164705363369423360,cancelled,86212,rub,2155.3,rub
40818652,2025-09-02T02:36:45.077Z,3164174214878866816,paid,11066,rub,276.65,rub
40821278,2025-09-02T14:39:39.674Z,3164539465351178400,cancelled,24522,rub,613.05,rub
40819954,2025-09-02T09:55:42.940Z,3164393577472562784,cancelled,68671,rub,1716.78,rub
40821047,2025-09-02T13:50:41.113Z,3164514021939751072,paid,28658,rub,716.45,rub
40822875,2025-09-02T21:39:27.794Z,3164749720986823520,cancelled,23610,rub,0,rub
40822802,2025-09-02T21:03:35.434Z,3164731859205589312,paid,45618,rub,2052.81,rub
40820006,2025-09-02T10:04:23.200Z,3164398690932912096,cancelled,3689,rub,0,rub
40821053,2025-09-02T13:51:28.226Z,3164514079870393792,cancelled,17108,rub,427.7,rub
40822559,2025-09-02T19:45:56.782Z,3164693672047147904,paid,10153,rub,456.88,rub
40821045,2025-09-02T13:50:15.124Z,3164513322313066656,paid,18989,rub,474.73,rub
40818590,2025-09-02T00:15:15.312Z,3164103682759764832,paid,16364,rub,409.1,rub
40822040,2025-09-02T17:34:21.241Z,3164626460692800480,paid,9233,rub,230.83,rub
40821235,2025-09-02T14:27:38.841Z,3164532914323816160,paid,11279,rub,507.56,rub
40821445,2025-09-02T15:12:36.644Z,3164552552342414752,paid,27622,rub,690.55,rub
40821066,2025-09-02T13:54:06.272Z,3164514511708843904,paid,29444,rub,736.1,rub
40819790,2025-09-02T09:18:47.333Z,3164375687104851936,paid,80660,rub,3629.7,rub
40819737,2025-09-02T09:08:56.895Z,3164372614508736480,paid,22109,rub,884.36,rub
40821548,2025-09-02T15:37:05.856Z,3164549374545373344,paid,69492,rub,1737.3,rub
40822095,2025-09-02T17:47:18.907Z,3164631865026040448,cancelled,11002,rub,275.05,rub
40820808,2025-09-02T12:53:12.799Z,3164485121095484896,cancelled,4579,rub,114.48,rub
40822285,2025-09-02T18:33:22.730Z,3164656464896457600,cancelled,25572,rub,639.3,rub
40822965,2025-09-02T23:04:52.075Z,3164790020706364800,paid,11026,rub,275.65,rub
40819022,2025-09-02T06:14:35.300Z,3164284849913730016,cancelled,11590,rub,289.75,rub
40820712,2025-09-02T12:41:51.063Z,3164480093870976896,cancelled,15904,rub,397.6,rub
40821681,2025-09-02T16:05:18.494Z,3164577801825525184,cancelled,39160,rub,0,rub
40821609,2025-09-02T15:51:10.713Z,3164572933850278048,paid,10522,rub,473.49,rub
40822780,2025-09-02T20:53:32.100Z,3164726555586302400,cancelled,22205,rub,0,rub
40822568,2025-09-02T19:49:58.721Z,3164694947493284160,paid,7218,rub,288.72,rub
40821451,2025-09-02T15:14:00.671Z,3164556525488676288,paid,3744,rub,168.48,rub
40822019,2025-09-02T17:31:36.464Z,3164624728622722944,paid,4473,rub,111.83,rub
40820537,2025-09-02T12:04:08.307Z,3164449781550680352,paid,21618,rub,972.81,rub
40818653,2025-09-02T02:42:17.888Z,3164178125538864512,paid,55617,rub,2502.76,rub
40820301,2025-09-02T11:13:30.794Z,3164434400104912480,paid,125878,rub,5664.51,rub
40818749,2025-09-02T04:18:58.678Z,3164225417801091776,paid,19316,rub,869.22,rub
40819807,2025-09-02T09:22:35.973Z,3164377315118819488,paid,1054,rub,26.35,rub
40821215,2025-09-02T14:24:15.438Z,3164531851220327872,cancelled,13638,rub,340.95,rub
40819088,2025-09-02T06:35:25.351Z,3164295448982071456,paid,7670,rub,191.75,rub
40821449,2025-09-02T15:13:13.933Z,3164554066869764128,paid,14751,rub,368.78,rub
40821577,2025-09-02T15:45:02.025Z,3164571508423368128,cancelled,11686,rub,292.15,rub
40819635,2025-09-02T08:50:30.644Z,3164363653378240480,cancelled,13441,rub,336.03,rub
40822340,2025-09-02T18:48:58.302Z,3164664401871856608,paid,5691,rub,227.64,rub
40819060,2025-09-02T06:25:12.256Z,3164290045347763168,cancelled,40549,rub,1013.73,rub
40819895,2025-09-02T09:44:12.170Z,3164388885952702688,paid,29720,rub,743,rub
40820279,2025-09-02T11:09:03.615Z,3164426730367383264,paid,17436,rub,435.9,rub
40821084,2025-09-02T13:56:17.752Z,3164517480425946848,paid,12437,rub,559.66,rub
40821811,2025-09-02T16:40:53.725Z,3164599946976580224,paid,35816,rub,1611.72,rub
40819972,2025-09-02T09:58:00.631Z,3164397139042740448,paid,11398,rub,284.95,rub
40822812,2025-09-02T21:10:02.834Z,3164735539287000352,paid,14365,rub,359.12,rub
40821192,2025-09-02T14:16:42.332Z,3164527199351315904,cancelled,3162,rub,79.05,rub
40818756,2025-09-02T04:26:39.435Z,3164230813348360064,cancelled,10604,rub,265.1,rub
40819824,2025-09-02T09:26:58.558Z,3164381343679452288,paid,132618,rub,5967.81,rub
40822936,2025-09-02T22:27:35.679Z,3164773232952017056,paid,8138,rub,366.21,rub
40819748,2025-09-02T09:11:47.846Z,3164373631602321408,paid,27895,rub,1115.8,rub
40821141,2025-09-02T14:06:26.598Z,3164522826287378304,cancelled,13666,rub,341.65,rub
40821616,2025-09-02T15:51:37.336Z,3164573997405406912,cancelled,25752,rub,643.8,rub
40822036,2025-09-02T17:33:36.907Z,3164625437131629536,cancelled,1885,rub,47.13,rub
40820154,2025-09-02T10:44:05.499Z,3164416100846366592,cancelled,50516,rub,1262.9,rub
40820470,2025-09-02T11:54:28.898Z,3164443026488006240,cancelled,49666,rub,1241.65,rub
40819095,2025-09-02T06:36:52.176Z,3164296575127529632,cancelled,10806,rub,0,rub
40823003,2025-09-02T23:43:55.155Z,3164812317524511040,paid,25332,rub,1139.94,rub
40819223,2025-09-02T07:05:11.685Z,3164308334327274912,paid,15806,rub,395.15,rub
40821184,2025-09-02T14:15:42.401Z,3164527025707130304,paid,5540,rub,249.3,rub
40818802,2025-09-02T04:45:50.596Z,3164238881669579744,paid,17966,rub,449.15,rub
40819228,2025-09-02T07:08:22.260Z,3164307785073281728,paid,69410,rub,3123.45,rub
40820940,2025-09-02T13:21:04.539Z,3164498268862793184,paid,4476,rub,111.9,rub
40820231,2025-09-02T10:58:54.732Z,3164426313589517376,cancelled,2629,rub,65.73,rub
40821484,2025-09-02T15:22:04.836Z,3164550394463223520,cancelled,50800,rub,1270,rub
40819445,2025-09-02T08:00:57.164Z,3164338107248153568,paid,57060,rub,2567.7,rub
40820695,2025-09-02T12:36:41.878Z,3164476692349153152,cancelled,12075,rub,301.88,rub
40821887,2025-09-02T16:53:20.883Z,3164605863254911904,cancelled,16887,rub,422.18,rub
40820491,2025-09-02T11:57:35.262Z,3164457404749719712,paid,5796,rub,144.9,rub
40820533,2025-09-02T12:03:31.490Z,3164459398410043904,cancelled,27538,rub,0,rub
40822726,2025-09-02T20:33:08.074Z,3164716157762658560,paid,20102,rub,904.59,rub
40819371,2025-09-02T07:44:57.691Z,3164330208830594464,paid,17980,rub,449.5,rub
40822003,2025-09-02T17:25:49.476Z,3164622450561215392,cancelled,11018,rub,0,rub
40818740,2025-09-02T04:11:30.917Z,3164220428628591264,cancelled,3470,rub,86.75,rub
40820900,2025-09-02T13:10:06.550Z,3164489148439297760,paid,14004,rub,350.1,rub
40821965,2025-09-02T17:13:30.564Z,3164615663487170560,paid,27739,rub,693.48,rub
40819502,2025-09-02T08:14:26.251Z,3164344205667638688,paid,11407,rub,285.18,rub
40822357,2025-09-02T18:52:15.549Z,3164665054262289376,cancelled,19987,rub,0,rub
40819712,2025-09-02T09:04:46.388Z,3164370860285124224,cancelled,17922,rub,448.05,rub
40820372,2025-09-02T11:31:36.293Z,3164442944349808800,cancelled,34826,rub,870.65,rub
40819065,2025-09-02T06:26:23.530Z,3164290781693517216,cancelled,6619,rub,165.48,rub
40822313,2025-09-02T18:41:48.930Z,3164661033298186880,cancelled,1872,rub,0,rub
40822666,2025-09-02T20:16:05.954Z,3164707400769368576,paid,11049,rub,276.23,rub
40822219,2025-09-02T18:16:27.417Z,3164645684590243712,cancelled,25572,rub,0,rub
40819462,2025-09-02T08:06:09.956Z,3164335023629592576,cancelled,10160,rub,0,rub
40819776,2025-09-02T09:16:21.845Z,3164374838473331840,paid,5318,rub,239.31,rub
40822436,2025-09-02T19:04:28.010Z,3164669990914489216,paid,22052,rub,551.3,rub
40821796,2025-09-02T16:37:10.098Z,3164598071493546624,paid,160251,rub,7211.3,rub
40822426,2025-09-02T19:02:36.732Z,3164669880850542464,paid,11030,rub,275.75,rub
40822639,2025-09-02T20:08:27.832Z,3164704038319129888,paid,14037,rub,350.93,rub
40821779,2025-09-02T16:31:41.551Z,3164595069289065376,paid,10664,rub,479.88,rub
40818794,2025-09-02T04:43:22.548Z,3164238829952158400,paid,13119,rub,524.76,rub
40822685,2025-09-02T20:21:04.063Z,3164709583266636032,paid,14388,rub,359.7,rub
40819521,2025-09-02T08:20:17.243Z,3164347677008266656,paid,11907,rub,297.68,rub
40819593,2025-09-02T08:36:51.542Z,3164356360850772960,paid,7548,rub,339.66,rub
40821259,2025-09-02T14:33:14.665Z,3164536194666473632,paid,139363,rub,6271.34,rub
40821442,2025-09-02T15:11:52.631Z,3164554738573864832,cancelled,51956,rub,1298.9,rub
40820502,2025-09-02T11:58:54.237Z,3164456635007997536,cancelled,5257,rub,131.43,rub
40820911,2025-09-02T13:11:49.484Z,3164486776663928704,paid,9471,rub,426.19,rub
40819176,2025-09-02T06:55:53.887Z,3164303481443544960,paid,10246,rub,256.15,rub
40822858,2025-09-02T21:30:23.881Z,3164744187959855424,cancelled,11599,rub,289.98,rub
40822906,2025-09-02T21:54:50.835Z,3164756236368325472,cancelled,84687,rub,2117.18,rub
40819531,2025-09-02T08:22:00.517Z,3164347871076160480,paid,50810,rub,2286.45,rub
40820266,2025-09-02T11:06:29.510Z,3164429146673908000,cancelled,50456,rub,1261.4,rub
40821580,2025-09-02T15:45:13.386Z,3164572423101706112,cancelled,56729,rub,1418.23,rub
40818904,2025-09-02T05:32:41.116Z,3164263023586822848,paid,11672,rub,291.8,rub
40818952,2025-09-02T05:53:07.198Z,3164274415251286112,cancelled,6906,rub,0,rub
40822652,2025-09-02T20:11:40.977Z,3164699114693691712,paid,11028,rub,275.7,rub
40818704,2025-09-02T03:28:41.822Z,3164201896647149888,cancelled,28430,rub,710.75,rub
40821773,2025-09-02T16:30:41.625Z,3164577864427913248,cancelled,8960,rub,224,rub
40822648,2025-09-02T20:10:48.884Z,3164706126489481728,cancelled,3561,rub,89.03,rub
40819070,2025-09-02T06:27:51.217Z,3164292119984739296,cancelled,6619,rub,165.48,rub
40820921,2025-09-02T13:14:45.849Z,3164495932752429568,cancelled,87013,rub,2175.33,rub
40820413,2025-09-02T11:43:20.986Z,3164448467414652512,cancelled,23934,rub,0,rub
40820013,2025-09-02T10:06:13.693Z,3164400738348855264,cancelled,12617,rub,0,rub
40819253,2025-09-02T07:14:37.016Z,3164314178846629280,paid,18668,rub,840.06,rub
40820585,2025-09-02T12:11:05.898Z,3164463135056757248,cancelled,58312,rub,1457.8,rub
40821238,2025-09-02T14:29:20.197Z,3164534434852871616,cancelled,13638,rub,340.95,rub
40822795,2025-09-02T21:01:12.020Z,3164731630606714144,cancelled,15375,rub,384.38,rub
40822881,2025-09-02T21:42:10.768Z,3164732903053038016,cancelled,91514,rub,2287.85,rub
40822895,2025-09-02T21:48:49.448Z,3164755211767484864,cancelled,51742,rub,1293.55,rub
40822415,2025-09-02T19:00:31.855Z,3164670617794531968,cancelled,6578,rub,0,rub
40820409,2025-09-02T11:42:12.703Z,3164449487279499424,paid,7452,rub,186.3,rub
40819386,2025-09-02T07:47:41.346Z,3164330102514657440,paid,28045,rub,1262.02,rub
40819394,2025-09-02T07:50:02.421Z,3164332875441116128,cancelled,26290,rub,657.25,rub
40820449,2025-09-02T11:51:52.649Z,3164455090834901280,cancelled,22815,rub,570.38,rub
40821447,2025-09-02T15:12:47.106Z,3164553894921870784,paid,10496,rub,419.84,rub
40820431,2025-09-02T11:49:14.815Z,3164452296245643552,cancelled,30844,rub,771.1,rub
40818883,2025-09-02T05:19:46.711Z,3164256807621814368,cancelled,15309,rub,382.73,rub
40821916,2025-09-02T16:58:13.875Z,3164607630883305472,cancelled,11043,rub,0,rub
40821863,2025-09-02T16:49:25.780Z,3164604140234828704,paid,14716,rub,367.9,rub
40819316,2025-09-02T07:34:14.109Z,3164324861696974240,cancelled,3685,rub,92.13,rub
40820023,2025-09-02T10:08:33.320Z,3164402466846905952,cancelled,33659,rub,841.48,rub
40820200,2025-09-02T10:51:45.231Z,3164424865069853760,paid,7218,rub,288.72,rub
40821604,2025-09-02T15:50:30.478Z,3164574798250876352,paid,49968,rub,2248.56,rub
40820192,2025-09-02T10:51:11.332Z,3164423413201081952,paid,15006,rub,675.27,rub
40820636,2025-09-02T12:23:00.746Z,3164470160120446688,cancelled,4274,rub,0,rub
40818791,2025-09-02T04:42:08.479Z,3164238854983338304,paid,4165,rub,166.6,rub
40820203,2025-09-02T10:53:12.558Z,3164424807255405504,cancelled,34224,rub,855.6,rub
40821642,2025-09-02T15:56:34.352Z,3164566936640396736,cancelled,7121,rub,178.03,rub
40821814,2025-09-02T16:41:26.120Z,3164600347325195232,cancelled,105556,rub,2638.9,rub
40818840,2025-09-02T05:02:36.513Z,3164247498414162912,paid,42082,rub,1893.69,rub
40821558,2025-09-02T15:39:56.424Z,3164569674889969696,paid,7368,rub,184.2,rub
40821014,2025-09-02T13:42:07.870Z,3164506411400308896,paid,196242,rub,8830.89,rub
40822614,2025-09-02T20:03:20.402Z,3164700776093684160,paid,16736,rub,418.4,rub
40820201,2025-09-02T10:51:49.921Z,3164423920242103904,paid,4994,rub,124.85,rub
40818691,2025-09-02T03:05:20.727Z,3164189955432186848,cancelled,20587,rub,514.68,rub
40822223,2025-09-02T18:17:26.443Z,3164640967699290464,cancelled,26556,rub,663.9,rub
40822529,2025-09-02T19:34:44.120Z,3164687752947443872,paid,17622,rub,440.55,rub
40820630,2025-09-02T12:22:18.707Z,3164468241142480608,cancelled,26824,rub,670.6,rub
40820932,2025-09-02T13:17:30.080Z,3164498023611727584,cancelled,7376,rub,184.4,rub
40820920,2025-09-02T13:14:33.290Z,3164496127856093344,paid,16287,rub,732.91,rub
40819652,2025-09-02T08:53:23.361Z,3164364980895707008,paid,13665,rub,341.62,rub
40820486,2025-09-02T11:57:14.105Z,3164456720505009888,paid,13671,rub,341.78,rub
40819986,2025-09-02T10:00:43.340Z,3164398335683751904,cancelled,40200,rub,1005,rub
40822962,2025-09-02T22:58:11.521Z,3164789903324409600,cancelled,9296,rub,232.4,rub
40822530,2025-09-02T19:34:47.081Z,3164687936589521152,cancelled,16357,rub,408.93,rub
40818929,2025-09-02T05:45:06.635Z,3164269509064944640,paid,35870,rub,1434.8,rub
40821672,2025-09-02T16:03:07.902Z,3164581144468186528,paid,14751,rub,368.78,rub
40822658,2025-09-02T20:13:25.252Z,3164707063270502912,paid,142488,rub,5699.52,rub
40822484,2025-09-02T19:18:45.911Z,3164678026915740544,paid,14880,rub,669.6,rub
40822264,2025-09-02T18:28:41.194Z,3164652336797017056,paid,3729,rub,93.23,rub
40822427,2025-09-02T19:02:41.955Z,3164670477178594272,paid,15436,rub,385.9,rub
40819486,2025-09-02T08:10:54.032Z,3164343617456498688,cancelled,18547,rub,463.68,rub
40822391,2025-09-02T18:56:52.566Z,3164668242931573728,paid,18268,rub,456.7,rub
40822618,2025-09-02T20:04:03.519Z,3164697945640503616,paid,17959,rub,448.98,rub
40820139,2025-09-02T10:39:51.161Z,3164417609903516640,cancelled,154242,rub,3856.05,rub
40819454,2025-09-02T08:04:53.832Z,3164340688364114912,paid,5006,rub,125.15,rub
40821770,2025-09-02T16:29:31.186Z,3164593795235636640,paid,36928,rub,923.2,rub
40822975,2025-09-02T23:13:37.770Z,3164797504871427456,paid,7670,rub,191.75,rub
40819133,2025-09-02T06:47:40.473Z,3164301002499753376,paid,35840,rub,896,rub
40819752,2025-09-02T09:12:56.077Z,3164374963956541440,cancelled,32950,rub,0,rub
40822385,2025-09-02T18:56:22.389Z,3164664815722167168,paid,25370,rub,634.25,rub
40819957,2025-09-02T09:56:17.607Z,3164396863678078592,cancelled,32060,rub,801.5,rub
40821041,2025-09-02T13:49:10.861Z,3164514193788989312,cancelled,19522,rub,488.05,rub
40819430,2025-09-02T07:58:07.043Z,3164336714496141312,cancelled,85608,rub,2140.2,rub
40819053,2025-09-02T06:21:38.086Z,3164286390608054976,paid,51712,rub,2327.04,rub
40821602,2025-09-02T15:49:52.144Z,3164570905196725952,paid,55947,rub,2517.61,rub
40820633,2025-09-02T12:22:40.566Z,3164470225240995744,paid,70773,rub,3184.78,rub
40820299,2025-09-02T11:13:18.960Z,3164434186945261440,cancelled,11220,rub,280.5,rub
40820191,2025-09-02T10:50:57.141Z,3164423583976363616,paid,5248,rub,236.16,rub
40822300,2025-09-02T18:37:30.921Z,3164658687290375040,paid,16736,rub,418.4,rub
40822621,2025-09-02T20:04:45.803Z,3164699743010451968,paid,108870,rub,4899.15,rub
