order_number,booked_at,click_id,state,price_amount,price_currency,profit_amount,profit_currency
40827867,2025-09-04T05:46:08.132Z,3165719066592868160,cancelled,33850,rub,846.25,rub
40827707,2025-09-04T04:04:34.280Z,3165668437297245472,cancelled,2568,rub,0,rub
40830111,2025-09-04T15:09:21.807Z,3166004083525499936,paid,12845,rub,321.12,rub
40829093,2025-09-04T10:49:33.266Z,3165870431809356512,cancelled,3680,rub,92,rub
40830150,2025-09-04T15:21:54.924Z,3166009868171821504,paid,7368,rub,184.2,rub
40831238,2025-09-04T20:09:00.001Z,3166152833862212992,paid,6076,rub,273.42,rub
40831107,2025-09-04T19:30:58.126Z,3166133002119830880,paid,16495,rub,742.27,rub
40827758,2025-09-04T04:51:40.972Z,3165690421349439968,cancelled,15257,rub,381.43,rub
40829677,2025-09-04T13:09:55.103Z,3165942216232466240,paid,20293,rub,507.33,rub
40828643,2025-09-04T09:06:17.758Z,3165821160705259072,cancelled,18409,rub,460.23,rub
40828052,2025-09-04T06:37:33.346Z,3165744458849813600,cancelled,75164,rub,1879.1,rub
40830428,2025-09-04T16:33:01.184Z,3166045969807842688,cancelled,38007,rub,950.18,rub
40831085,2025-09-04T19:23:07.188Z,3166130089913228672,paid,99958,rub,4498.11,rub
40828666,2025-09-04T09:12:13.808Z,3165823869616584512,cancelled,11063,rub,0,rub
40828694,2025-09-04T09:20:28.761Z,3165827979645318720,cancelled,34917,rub,872.93,rub
40828365,2025-09-04T07:58:22.729Z,3165787177229929088,cancelled,14183,rub,354.58,rub
40831437,2025-09-04T21:44:58.722Z,3166202132722244960,cancelled,7901,rub,197.53,rub
40831276,2025-09-04T20:23:58.751Z,3166160841224756608,paid,19200,rub,480,rub
40831164,2025-09-04T19:46:50.465Z,3166142730102644096,paid,3404,rub,153.18,rub
40831516,2025-09-04T22:51:57.795Z,3166233425837186400,cancelled,13194,rub,329.85,rub
40828131,2025-09-04T06:59:20.848Z,3165756550777337664,paid,21951,rub,548.77,rub
40829166,2025-09-04T11:01:38.744Z,3165877903248900832,paid,52197,rub,2348.86,rub
40829640,2025-09-04T12:59:12.731Z,3165937603773759584,paid,14021,rub,350.53,rub
40831440,2025-09-04T21:46:00.722Z,3166202850711592288,paid,28440,rub,711,rub
40829015,2025-09-04T10:31:10.708Z,3165863703768997248,cancelled,57183,rub,1429.58,rub
40830544,2025-09-04T17:08:00.028Z,3166062248757976416,paid,13131,rub,590.89,rub
40831291,2025-09-04T20:29:41.179Z,3166164110844779872,paid,27388,rub,684.7,rub
40831043,2025-09-04T19:12:40.907Z,3166125654009265184,cancelled,128871,rub,3221.78,rub
40827623,2025-09-04T02:51:59.783Z,3165632147214556864,paid,8605,rub,387.22,rub
40831060,2025-09-04T19:17:32.818Z,3166125596631522656,paid,19846,rub,496.15,rub
40828376,2025-09-04T07:59:33.132Z,3165780175510489728,cancelled,15400,rub,0,rub
40830479,2025-09-04T16:47:51.722Z,3166052345300917632,paid,23870,rub,596.75,rub
40827981,2025-09-04T06:18:12.303Z,3165736046266931680,paid,20000,rub,500,rub
40830460,2025-09-04T16:43:59.979Z,3166046154114284576,cancelled,10888,rub,272.2,rub
40827901,2025-09-04T05:55:14.791Z,3165723831563032032,paid,20508,rub,512.7,rub
40831389,2025-09-04T21:14:06.499Z,3166185946312260128,paid,6789,rub,305.5,rub
40828278,2025-09-04T07:40:50.413Z,3165776411561486912,paid,107242,rub,4825.89,rub
40831132,2025-09-04T19:41:08.709Z,3166140071793222688,paid,22285,rub,1002.82,rub
40828947,2025-09-04T10:13:15.227Z,3165852271510766944,cancelled,14693,rub,367.33,rub
40827995,2025-09-04T06:21:22.233Z,3165738374273664096,paid,20292,rub,507.3,rub
40828663,2025-09-04T09:11:29.836Z,3165823070173853504,paid,4057,rub,101.43,rub
40829836,2025-09-04T13:53:27.403Z,3165965481902947360,paid,15203,rub,380.08,rub
40830304,2025-09-04T16:05:59.730Z,3166029969284668800,paid,46791,rub,1169.78,rub
40827855,2025-09-04T05:38:36.126Z,3165714657059902944,paid,39886,rub,1794.87,rub
40827729,2025-09-04T04:21:27.476Z,3165677308362291008,paid,3856,rub,96.4,rub
40829381,2025-09-04T11:57:01.498Z,3165907161011386176,paid,5257,rub,131.43,rub
40830583,2025-09-04T17:18:48.436Z,3166068022232991488,cancelled,12635,rub,0,rub
40828656,2025-09-04T09:10:01.397Z,3165818470893025088,cancelled,250353,rub,6258.83,rub
40829342,2025-09-04T11:49:37.922Z,3165902937950569184,cancelled,14902,rub,372.55,rub
40831387,2025-09-04T21:12:53.119Z,3166186110128643424,paid,3309,rub,82.73,rub
40827821,2025-09-04T05:22:24.303Z,3165706457576303616,paid,35758,rub,1609.11,rub
40827549,2025-09-04T00:18:42.218Z,3165555476120086752,paid,13176,rub,592.92,rub
40828065,2025-09-04T06:42:00.887Z,3165746856372700256,cancelled,238164,rub,0,rub
40828839,2025-09-04T09:53:39.299Z,3165841249167290624,paid,148888,rub,6699.96,rub
40830951,2025-09-04T18:51:25.159Z,3166113887007169888,paid,21089,rub,527.23,rub
40831545,2025-09-04T23:33:00.883Z,3166256362464107872,cancelled,26242,rub,0,rub
40829449,2025-09-04T12:10:56.338Z,3165911457220196160,paid,6323,rub,158.08,rub
40827691,2025-09-04T03:51:47.096Z,3165662422078106912,cancelled,15123,rub,378.08,rub
40829424,2025-09-04T12:04:53.870Z,3165910484812832128,cancelled,5305,rub,132.63,rub
40829881,2025-09-04T14:03:47.522Z,3165969754380385312,cancelled,23424,rub,585.6,rub
40830302,2025-09-04T16:05:37.507Z,3166029531952249536,paid,41412,rub,1656.48,rub
40829444,2025-09-04T12:08:40.532Z,3165903682339609984,paid,7429,rub,185.73,rub
40829128,2025-09-04T10:55:39.572Z,3165875102860658016,cancelled,14718,rub,367.95,rub
40828816,2025-09-04T09:50:56.851Z,3165843345086781600,cancelled,3862,rub,96.55,rub
40828451,2025-09-04T08:18:17.003Z,3165796141433285184,paid,61258,rub,2756.61,rub
40830183,2025-09-04T15:34:24.494Z,3166012715000143232,paid,11684,rub,292.1,rub
40827662,2025-09-04T03:28:41.885Z,3165647805591244480,cancelled,28472,rub,0,rub
40829713,2025-09-04T13:19:14.183Z,3165948098064759840,paid,11899,rub,535.45,rub
40831091,2025-09-04T19:24:54.062Z,3166131415775337824,cancelled,88571,rub,2214.28,rub
40831551,2025-09-04T23:41:11.544Z,3166261565632437600,cancelled,27088,rub,677.2,rub
40828411,2025-09-04T08:06:32.492Z,3165788156650244736,paid,22835,rub,570.88,rub
40830650,2025-09-04T17:40:25.687Z,3166079817824680992,paid,25310,rub,1138.95,rub
40831484,2025-09-04T22:15:47.703Z,3166213799027826016,paid,34854,rub,871.35,rub
40828458,2025-09-04T08:20:37.858Z,3165798290560473472,cancelled,21098,rub,527.45,rub
40829667,2025-09-04T13:07:53.736Z,3165942251355643264,cancelled,18616,rub,465.4,rub
40829817,2025-09-04T13:48:06.463Z,3165962776987573632,paid,12583,rub,314.58,rub
40828191,2025-09-04T07:17:03.765Z,3165764469404435552,paid,22720,rub,1022.4,rub
40828554,2025-09-04T08:53:10.396Z,3165814127354786048,cancelled,15048,rub,376.2,rub
40828485,2025-09-04T08:27:58.218Z,3165801943271667520,cancelled,36618,rub,915.45,rub
40829436,2025-09-04T12:07:11.317Z,3165911538003116128,paid,6323,rub,158.08,rub
40830062,2025-09-04T14:54:56.629Z,3165995254044752576,cancelled,5258,rub,0,rub
40831226,2025-09-04T20:03:51.434Z,3166148754155658592,cancelled,50424,rub,1260.6,rub
40830521,2025-09-04T16:57:54.219Z,3166057307604169408,cancelled,12635,rub,315.88,rub
40827872,2025-09-04T05:48:46.951Z,3165720658395895264,paid,33177,rub,1492.96,rub
40828930,2025-09-04T10:10:07.744Z,3165848251826254080,paid,318513,rub,14333.08,rub
40828251,2025-09-04T07:34:24.817Z,3165774149019957056,paid,32601,rub,815.03,rub
40828367,2025-09-04T07:58:47.044Z,3165784219098999360,cancelled,64510,rub,1612.75,rub
40827718,2025-09-04T04:14:08.101Z,3165672575760325088,cancelled,15400,rub,0,rub
40828921,2025-09-04T10:07:58.549Z,3165852053451124992,paid,17057,rub,767.56,rub
40830210,2025-09-04T15:43:23.226Z,3166019045664497024,cancelled,2106,rub,52.65,rub
40831021,2025-09-04T19:06:35.415Z,3166122622039178272,cancelled,128871,rub,3221.78,rub
40830002,2025-09-04T14:38:23.196Z,3165987398801956224,cancelled,56816,rub,0,rub
40828514,2025-09-04T08:39:01.360Z,3165804649274796032,paid,27283,rub,682.08,rub
40828099,2025-09-04T06:49:53.001Z,3165750831471839872,paid,21024,rub,525.6,rub
40828220,2025-09-04T07:27:03.337Z,3165765057035299392,paid,85516,rub,3420.64,rub
40830979,2025-09-04T18:56:32.477Z,3166117099508489568,paid,188499,rub,8482.45,rub
40830798,2025-09-04T18:15:44.991Z,3166069700944447232,cancelled,198692,rub,4967.3,rub
40830608,2025-09-04T17:26:28.877Z,3166071474272230752,cancelled,104376,rub,2609.4,rub
40828329,2025-09-04T07:52:10.329Z,3165777183900625472,paid,178923,rub,4473.08,rub
40828695,2025-09-04T09:20:41.034Z,3165825285052361728,paid,8964,rub,403.38,rub
40830092,2025-09-04T15:03:34.156Z,3166000018926493024,cancelled,35259,rub,881.48,rub
40830017,2025-09-04T14:44:22.936Z,3165990414993407008,paid,21956,rub,988.02,rub
40830290,2025-09-04T16:02:04.519Z,3166030065644944416,paid,58166,rub,2617.47,rub
40831427,2025-09-04T21:34:04.603Z,3166197051666210176,cancelled,3305,rub,82.63,rub
40830923,2025-09-04T18:44:22.034Z,3166109342604278816,paid,21468,rub,858.72,rub
40829536,2025-09-04T12:41:04.636Z,3165928992112123264,paid,60462,rub,2720.79,rub
40828413,2025-09-04T08:07:04.418Z,3165789591966239360,paid,4216,rub,105.4,rub
40828624,2025-09-04T09:03:59.861Z,3165818437766412096,paid,15789,rub,394.73,rub
40828931,2025-09-04T10:10:15.025Z,3165851602472148352,paid,13811,rub,345.28,rub
40830053,2025-09-04T14:53:35.642Z,3165996148732468608,paid,8635,rub,388.57,rub
40829113,2025-09-04T10:52:15.177Z,3165873886935054144,paid,3155,rub,78.88,rub
40828642,2025-09-04T09:05:45.370Z,3165819426607134528,paid,79512,rub,3578.04,rub
40828707,2025-09-04T09:24:37.368Z,3165828633210156608,cancelled,37390,rub,934.75,rub
40830716,2025-09-04T18:00:30.825Z,3166089607271496736,cancelled,17790,rub,444.75,rub
40829955,2025-09-04T14:24:35.825Z,3165980254459403648,cancelled,13244,rub,331.1,rub
40829629,2025-09-04T12:57:52.104Z,3165936752111943776,paid,33840,rub,1522.8,rub
40828129,2025-09-04T06:58:46.352Z,3165756895758576192,paid,17763,rub,444.08,rub
40828984,2025-09-04T10:25:17.965Z,3165858755578099744,paid,182046,rub,8192.07,rub
40830908,2025-09-04T18:40:01.284Z,3166108796468825504,paid,45596,rub,2051.82,rub
40830168,2025-09-04T15:28:02.035Z,3166011381194694016,paid,139294,rub,6268.23,rub
40830503,2025-09-04T16:53:56.002Z,3166055130259487296,cancelled,10859,rub,0,rub
40830619,2025-09-04T17:29:27.507Z,3166072777735748640,paid,84114,rub,3785.13,rub
40828900,2025-09-04T10:06:20.480Z,3165850012562135200,cancelled,13115,rub,327.88,rub
40829267,2025-09-04T11:30:41.185Z,3165892576585981312,cancelled,108012,rub,2700.3,rub
40829004,2025-09-04T10:27:09.891Z,3165860233544112288,cancelled,40000,rub,1000,rub
40828175,2025-09-04T07:12:00.052Z,3165761540108351040,paid,17763,rub,444.08,rub
40829170,2025-09-04T11:04:31.047Z,3165879873545913696,cancelled,13868,rub,346.7,rub
40828389,2025-09-04T08:01:54.574Z,3165779747265665408,paid,30800,rub,770,rub
40827926,2025-09-04T06:00:25.092Z,3165727512299673056,cancelled,56292,rub,1407.3,rub
40830378,2025-09-04T16:22:56.158Z,3166039714033871008,paid,16388,rub,409.7,rub
40830820,2025-09-04T18:21:00.811Z,3166099986923994144,paid,19325,rub,773,rub
40828475,2025-09-04T08:24:50.234Z,3165798614402685312,cancelled,36618,rub,915.45,rub
40829163,2025-09-04T11:01:29.251Z,3165878041256327200,paid,14210,rub,355.25,rub
40828670,2025-09-04T09:12:54.834Z,3165819838470107392,paid,103810,rub,4671.45,rub
40829645,2025-09-04T13:01:07.130Z,3165939194404831328,paid,14751,rub,368.78,rub
40830473,2025-09-04T16:46:38.155Z,3166051837610996416,paid,4895,rub,220.28,rub
40831194,2025-09-04T19:54:57.110Z,3166147167299124256,paid,7704,rub,192.6,rub
40829519,2025-09-04T12:35:33.882Z,3165925830361137888,cancelled,22843,rub,0,rub
40830687,2025-09-04T17:54:01.906Z,3166084367620228864,paid,21089,rub,527.23,rub
40828652,2025-09-04T09:08:18.555Z,3165822249255393664,cancelled,53512,rub,1337.8,rub
40829931,2025-09-04T14:16:02.153Z,3165974597400196928,paid,309624,rub,13933.08,rub
40830311,2025-09-04T16:06:59.991Z,3166030349129563168,paid,40022,rub,1800.99,rub
40830406,2025-09-04T16:28:56.002Z,3166037299216784768,paid,327472,rub,14736.24,rub
40830480,2025-09-04T16:47:52.292Z,3166052262907443776,cancelled,10861,rub,271.53,rub
40830379,2025-09-04T16:23:02.255Z,3166040519368850464,paid,83393,rub,3752.68,rub
40830205,2025-09-04T15:41:38.703Z,3166018080656481632,paid,11720,rub,527.4,rub
40828613,2025-09-04T09:02:50.336Z,3165818552169345280,cancelled,6120,rub,0,rub
40829081,2025-09-04T10:47:22.189Z,3165872044956196224,cancelled,6833,rub,170.83,rub
40828418,2025-09-04T08:08:28.079Z,3165790368767702592,cancelled,107412,rub,0,rub
40828861,2025-09-04T09:58:33.897Z,3165845958213671072,cancelled,11186,rub,279.65,rub
40829008,2025-09-04T10:28:35.300Z,3165851814367408384,cancelled,81188,rub,2029.7,rub
40828689,2025-09-04T09:17:55.894Z,3165826226176995584,paid,48915,rub,2201.17,rub
40829388,2025-09-04T11:58:20.990Z,3165907626286153824,paid,18015,rub,450.38,rub
40831188,2025-09-04T19:52:47.518Z,3166145229925277024,paid,65955,rub,2967.97,rub
40831372,2025-09-04T21:03:41.937Z,3166181814649642336,paid,20417,rub,918.76,rub
40831356,2025-09-04T20:50:22.395Z,3166175411596343840,paid,20420,rub,918.9,rub
40828735,2025-09-04T09:31:25.596Z,3165832141857527968,cancelled,35210,rub,880.25,rub
40831425,2025-09-04T21:33:28.124Z,3166187275138522464,paid,19453,rub,486.33,rub
40827554,2025-09-04T00:37:37.035Z,3165565157671735328,cancelled,19003,rub,475.08,rub
40829077,2025-09-04T10:46:49.229Z,3165870588927508832,cancelled,44512,rub,1112.8,rub
40831199,2025-09-04T19:56:50.467Z,3166147904590994784,paid,17931,rub,448.28,rub
40829818,2025-09-04T13:48:39.384Z,3165961491945027392,cancelled,14133,rub,353.33,rub
40829759,2025-09-04T13:30:19.561Z,3165952102056410144,paid,17108,rub,769.86,rub
40829987,2025-09-04T14:32:18.752Z,3165984881201332672,paid,5095,rub,203.8,rub
40829371,2025-09-04T11:54:58.546Z,3165901582005126496,cancelled,10501,rub,262.53,rub
40831547,2025-09-04T23:36:34.006Z,3166257406356092000,cancelled,18409,rub,460.23,rub
40829347,2025-09-04T11:50:39.490Z,3165902676894631264,paid,10512,rub,262.8,rub
40831176,2025-09-04T19:49:34.548Z,3166143756479316832,paid,50290,rub,2263.05,rub
40829365,2025-09-04T11:53:46.831Z,3165905256621284736,cancelled,13668,rub,341.7,rub
40830418,2025-09-04T16:30:57.616Z,3166041850607721824,cancelled,17328,rub,433.2,rub
40828944,2025-09-04T10:12:15.335Z,3165854098980247712,paid,4998,rub,124.95,rub
40829010,2025-09-04T10:30:17.666Z,3165863126025586016,cancelled,9107,rub,227.68,rub
40829176,2025-09-04T11:06:05.019Z,3165881243584961920,cancelled,17338,rub,433.45,rub
40830740,2025-09-04T18:05:49.188Z,3166084998888693120,paid,17338,rub,693.52,rub
40831385,2025-09-04T21:12:06.817Z,3166185242796907872,paid,10626,rub,478.17,rub
40831529,2025-09-04T23:15:41.492Z,3166248729430973152,cancelled,25524,rub,0,rub
40828073,2025-09-04T06:43:19.219Z,3165747408559511008,paid,22603,rub,1017.13,rub
40828015,2025-09-04T06:26:39.164Z,3165739168381240416,cancelled,14271,rub,356.78,rub
40830348,2025-09-04T16:15:14.484Z,3166035707571026976,cancelled,22173,rub,554.33,rub
40827863,2025-09-04T05:43:32.830Z,3165717592183510496,paid,17713,rub,442.83,rub
40827924,2025-09-04T06:00:00.391Z,3165726680126293088,paid,19520,rub,878.4,rub
40827753,2025-09-04T04:46:00.735Z,3165690391595047392,paid,6195,rub,278.77,rub
40830958,2025-09-04T18:53:13.145Z,3166114865865112608,paid,20054,rub,902.43,rub
40827694,2025-09-04T03:54:06.550Z,3165661385937841152,paid,19734,rub,493.35,rub
40831478,2025-09-04T22:11:13.451Z,3166215514704042720,paid,10914,rub,491.13,rub
40829175,2025-09-04T11:05:37.830Z,3165879929702381376,paid,4971,rub,223.69,rub
40828975,2025-09-04T10:21:45.430Z,3165859137720632672,paid,14348,rub,358.7,rub
40828561,2025-09-04T08:54:48.754Z,3165813114906994688,cancelled,34298,rub,857.45,rub
40829203,2025-09-04T11:12:13.308Z,3165883535266152128,cancelled,18733,rub,468.33,rub
40830232,2025-09-04T15:47:40.161Z,3166021926001829088,paid,18119,rub,815.36,rub
40831412,2025-09-04T21:30:23.652Z,3166195022377708064,paid,11901,rub,535.54,rub
40828328,2025-09-04T07:52:00.975Z,3165777938682672960,cancelled,11684,rub,292.1,rub
40828347,2025-09-04T07:55:46.918Z,3165784838119814976,cancelled,13730,rub,343.25,rub
40828941,2025-09-04T10:11:55.744Z,3165850762805680288,paid,18000,rub,450,rub
40827709,2025-09-04T04:06:00.952Z,3165667753778731488,paid,15435,rub,385.88,rub
40830802,2025-09-04T18:16:14.064Z,3.1661E+18,paid,6616,rub,165.4,rub
40829280,2025-09-04T11:33:21.094Z,3165889214205327168,paid,26284,rub,657.1,rub
40828579,2025-09-04T08:58:22.444Z,3165813966058641792,paid,28420,rub,710.5,rub
40828436,2025-09-04T08:14:25.330Z,3165793269187638848,cancelled,40001,rub,0,rub
40829443,2025-09-04T12:08:05.752Z,3165911590665503456,paid,11590,rub,289.75,rub
40828429,2025-09-04T08:12:56.807Z,3165791833830115968,cancelled,21065,rub,0,rub
40829023,2025-09-04T10:32:17.058Z,3165863056844735840,paid,166552,rub,7494.84,rub
40827667,2025-09-04T03:34:23.292Z,3165654261004753376,paid,19827,rub,495.68,rub
40827666,2025-09-04T03:34:16.603Z,3165651992999931168,cancelled,30510,rub,762.75,rub
40829776,2025-09-04T13:32:58.847Z,3165954953495264288,cancelled,10514,rub,262.85,rub
40829115,2025-09-04T10:53:06.399Z,3165873505460484128,cancelled,16388,rub,0,rub
40827697,2025-09-04T03:57:08.867Z,3165664338036854656,cancelled,15123,rub,378.08,rub
40829819,2025-09-04T13:48:43.789Z,3165962376413336192,cancelled,111307,rub,2782.68,rub
40829636,2025-09-04T12:58:37.932Z,3165937658374659456,cancelled,87870,rub,2196.75,rub
40828982,2025-09-04T10:24:39.736Z,3165859727708210528,paid,6842,rub,171.05,rub
40830790,2025-09-04T18:13:09.838Z,3166096400550468992,paid,42270,rub,1902.15,rub
40828170,2025-09-04T07:11:12.053Z,3165761199934379488,paid,7376,rub,184.4,rub
40828193,2025-09-04T07:17:39.102Z,3165764898144817760,paid,26315,rub,1184.17,rub
40829860,2025-09-04T14:00:14.886Z,3165967568551999296,paid,7376,rub,184.4,rub
40827862,2025-09-04T05:41:33.506Z,3165718078456038496,paid,13096,rub,589.32,rub
40829134,2025-09-04T10:56:11.275Z,3165876098506522976,paid,39984,rub,1799.28,rub
40829291,2025-09-04T11:36:51.329Z,3165897053769876192,cancelled,12919,rub,322.98,rub
40828168,2025-09-04T07:10:50.851Z,3165762297767425600,cancelled,119966,rub,2999.15,rub
40828690,2025-09-04T09:18:45.720Z,3165827247756929024,paid,17197,rub,773.87,rub
40827734,2025-09-04T04:25:19.828Z,3165676612046753664,paid,68302,rub,3073.59,rub
40830948,2025-09-04T18:49:25.762Z,3166113374630993248,paid,21089,rub,527.23,rub
40827566,2025-09-04T01:15:50.550Z,3165584254422724512,cancelled,40251,rub,1006.28,rub
40829918,2025-09-04T14:12:05.086Z,3165974376367864128,cancelled,10943,rub,273.58,rub
40831070,2025-09-04T19:20:21.527Z,3166127083881389408,cancelled,214696,rub,5367.4,rub
40828102,2025-09-04T06:51:06.705Z,3165750470485317088,paid,7359,rub,183.98,rub
40830033,2025-09-04T14:49:56.775Z,3165992182757989760,cancelled,15752,rub,0,rub
40828489,2025-09-04T08:30:29.689Z,3165801786209331200,paid,10861,rub,271.53,rub
40829609,2025-09-04T12:53:42.501Z,3165935001811482432,paid,32346,rub,1455.57,rub
40828664,2025-09-04T09:11:31.253Z,3165823100991170560,cancelled,9059,rub,226.48,rub
40830403,2025-09-04T16:27:53.237Z,3166043347352821120,cancelled,7917,rub,197.93,rub
40830663,2025-09-04T17:44:03.861Z,3166078200207793504,cancelled,318036,rub,7950.9,rub
40829547,2025-09-04T12:43:26.983Z,3165927965161879360,cancelled,15226,rub,0,rub
40831166,2025-09-04T19:47:02.533Z,3166143607207107968,paid,16168,rub,404.2,rub
40829528,2025-09-04T12:37:54.713Z,3165920640211927776,paid,15400,rub,385,rub
40830582,2025-09-04T17:18:30.608Z,3166067617693588832,cancelled,3578,rub,89.45,rub
40828933,2025-09-04T10:10:27.946Z,3165853440262469664,cancelled,5226,rub,130.65,rub
40831150,2025-09-04T19:44:11.502Z,3166142384559103360,paid,6877,rub,171.93,rub
40831459,2025-09-04T21:59:05.827Z,3166209328772177248,cancelled,8270,rub,0,rub
40828007,2025-09-04T06:24:33.752Z,3165739860297094624,cancelled,18214,rub,455.35,rub
40828578,2025-09-04T08:58:10.715Z,3165815507767341312,paid,67966,rub,3058.47,rub
40828032,2025-09-04T06:33:15.147Z,3165743323015998016,cancelled,17937,rub,448.43,rub
40828884,2025-09-04T10:02:35.530Z,3165846340229078720,cancelled,3680,rub,92,rub
40827801,2025-09-04T05:14:56.197Z,3165701548844881376,cancelled,14712,rub,367.8,rub
40830171,2025-09-04T15:28:44.740Z,3166013494143114592,cancelled,15245,rub,381.13,rub
40828277,2025-09-04T07:40:09.302Z,3165776489012877696,paid,11720,rub,527.4,rub
40828719,2025-09-04T09:28:23.909Z,3165821765786360192,cancelled,7902,rub,0,rub
40829647,2025-09-04T13:01:24.317Z,3165939541441544288,paid,8430,rub,210.75,rub
40830318,2025-09-04T16:07:59.819Z,3166032119435894144,paid,36114,rub,902.85,rub
40827789,2025-09-04T05:05:13.677Z,3165699809275533792,cancelled,15123,rub,378.08,rub
40831546,2025-09-04T23:33:39.496Z,3166257844081384160,cancelled,25522,rub,638.05,rub
40831371,2025-09-04T21:03:29.775Z,3166178575648709984,paid,119160,rub,5362.2,rub
40827887,2025-09-04T05:52:39.808Z,3165723808183981536,cancelled,17713,rub,442.83,rub
40828971,2025-09-04T10:21:11.557Z,3165856947810606464,cancelled,22596,rub,564.9,rub
40829104,2025-09-04T10:51:30.077Z,3165873317328668000,cancelled,5777,rub,144.43,rub
40828588,2025-09-04T08:59:28.816Z,3165816458282200064,cancelled,13665,rub,341.63,rub
40830058,2025-09-04T14:54:14.225Z,3165996407253261664,paid,13541,rub,609.35,rub
40828123,2025-09-04T06:57:02.010Z,3165755505539253344,paid,43114,rub,1940.13,rub
40828384,2025-09-04T08:00:42.873Z,3165785341284407680,cancelled,15767,rub,394.18,rub
40830177,2025-09-04T15:31:32.516Z,3166014268520684896,cancelled,136686,rub,3417.15,rub
40830273,2025-09-04T15:57:24.540Z,3166026343266641120,cancelled,13804,rub,345.1,rub
40830091,2025-09-04T15:03:07.024Z,3166000026215521664,paid,10537,rub,263.43,rub
40831263,2025-09-04T20:15:32.298Z,3166157272769969184,cancelled,50290,rub,1257.25,rub
40827543,2025-09-04T00:13:50.108Z,3165550486928369888,paid,76426,rub,3439.17,rub
40831102,2025-09-04T19:29:51.932Z,3166134093759298080,paid,11341,rub,510.34,rub
40831052,2025-09-04T19:15:22.166Z,3166127352492334464,cancelled,128871,rub,3221.78,rub
40827983,2025-09-04T06:18:32.281Z,3165734475590453888,cancelled,15679,rub,0,rub
40830063,2025-09-04T14:54:58.305Z,3165994353336147296,paid,8904,rub,222.6,rub
40829959,2025-09-04T14:25:34.229Z,3165981109608086816,paid,35751,rub,1608.79,rub
40827680,2025-09-04T03:47:19.071Z,3165660798583467968,cancelled,16486,rub,412.15,rub
40827712,2025-09-04T04:07:27.461Z,3165670406112612224,cancelled,10865,rub,271.63,rub
40831153,2025-09-04T19:45:48.243Z,3166142662877011296,cancelled,15682,rub,392.05,rub
40828138,2025-09-04T07:01:52.567Z,3165757769966340736,paid,31608,rub,790.2,rub
40828863,2025-09-04T09:59:04.035Z,3165847783247977856,paid,83739,rub,3768.25,rub
40828219,2025-09-04T07:26:53.368Z,3165769293632031360,cancelled,15132,rub,378.3,rub
40828290,2025-09-04T07:43:15.176Z,3165777400930691648,paid,80758,rub,3634.11,rub
40831321,2025-09-04T20:40:00.108Z,3166169828989754720,cancelled,303176,rub,7579.4,rub
40830109,2025-09-04T15:08:52.201Z,3166002791889583136,paid,12051,rub,301.28,rub
40827570,2025-09-04T01:23:54.754Z,3165586330457500704,cancelled,19794,rub,494.85,rub
40830282,2025-09-04T16:00:23.749Z,3166029152418798976,paid,25270,rub,1137.15,rub
40829003,2025-09-04T10:27:01.085Z,3165861631855117664,cancelled,31255,rub,781.38,rub
40828460,2025-09-04T08:20:58.503Z,3165798540558395968,cancelled,15400,rub,385,rub
40830649,2025-09-04T17:40:12.808Z,3166078199810474912,cancelled,41526,rub,0,rub
40828795,2025-09-04T09:46:09.238Z,3165839020180830016,cancelled,21002,rub,525.05,rub
40831277,2025-09-04T20:25:33.078Z,3166162772853415264,cancelled,30429,rub,760.73,rub
40831082,2025-09-04T19:21:52.556Z,3166129989350931488,paid,72120,rub,3245.4,rub
40828616,2025-09-04T09:02:58.752Z,3165818930765687808,paid,8159,rub,326.36,rub
40830865,2025-09-04T18:31:14.695Z,3166099586242469216,cancelled,131586,rub,0,rub
40828473,2025-09-04T08:24:31.831Z,3165799978857690688,paid,70401,rub,3168.05,rub
40828000,2025-09-04T06:23:04.003Z,3165738610792000512,cancelled,24226,rub,605.65,rub
40831270,2025-09-04T20:19:37.837Z,3166157486771747872,paid,101002,rub,4545.09,rub
40828031,2025-09-04T06:33:10.471Z,3165743783607113184,paid,14415,rub,360.38,rub
40830675,2025-09-04T17:48:40.517Z,3166083376414800928,paid,8802,rub,220.05,rub
40827672,2025-09-04T03:39:23.982Z,3165655786482025632,paid,6113,rub,244.52,rub
40828842,2025-09-04T09:54:30.784Z,3165844750914394080,cancelled,15132,rub,378.3,rub
40830533,2025-09-04T17:02:04.516Z,3166059685039316352,paid,39678,rub,991.95,rub
40830633,2025-09-04T17:35:56.952Z,3166077105578335584,paid,35259,rub,881.48,rub
40829873,2025-09-04T14:01:57.351Z,3165965905440636192,paid,4737,rub,118.43,rub
40830434,2025-09-04T16:35:53.031Z,3166044976999980384,cancelled,14720,rub,0,rub
40828559,2025-09-04T08:54:24.568Z,3165814528783243648,cancelled,12059,rub,301.48,rub
40828657,2025-09-04T09:10:35.825Z,3165823143464218880,cancelled,26597,rub,664.93,rub
40831061,2025-09-04T19:18:06.406Z,3166126997906546016,cancelled,52596,rub,1314.9,rub
40829441,2025-09-04T12:07:55.383Z,3165911872557030784,cancelled,13668,rub,341.7,rub
40829448,2025-09-04T12:10:44.407Z,3165913734114899776,cancelled,13668,rub,341.7,rub
