Номера заказа,,Дата сделки,Вид операции,Вид возврата / обмена,Лид,АК,Тип,Классификация направлений,Price,CPA,"CPA, руб."
40833600,05-09-2025,SALE,,d1,KL,Регулярка,RT,"95,512.00",0.045,"4,298.04",
40867688,12-09-2025,SALE,,d1,CA,Регулярка,OW,"103,739.00",0.045,"4,668.26",
40873445,14-09-2025,SALE,,d1,JU,Регулярка,RT,"110,098.00",0.045,"4,954.41",
40862730,11-09-2025,SALE,,d1,КЛ,Чартер,OW,475.50,0.04,19.02,
40824052,03-09-2025,SALE,,d1,JU,Регулярка,RT,"109,079.00",0.045,"4,908.56",
40877307,15-09-2025,SALE,,d1,JU,Регулярка,RT,"104,376.00",0.045,"4,696.92",
40877018,15-09-2025,SALE,,d1,QR,Регулярка,OW,"128,518.00",0.045,"5,783.31",
40877018,15-09-2025,SALE,,d1,QR,Регулярка,OW,"128,518.00",0.045,"5,783.31",
40860287,11-09-2025,SALE,,d1,JU,Регулярка,RT,"103,132.00",0.045,"4,640.94",
40860287,11-09-2025,SALE,,d1,JU,Регулярка,RT,"103,132.00",0.045,"4,640.94",
40876054,15-09-2025,SALE,,d1,EK,Регулярка,RT,"76,745.00",0.045,"3,453.53",
40866619,12-09-2025,SALE,,d1,ТК,Регулярка,RT,"71,807.00",0.045,"3,231.32",
40866619,12-09-2025,SALE,,d1,ТК,Регулярка,RT,"71,807.00",0.045,"3,231.32",
40842646,07-09-2025,SALE,,d1,ТК,Чартер,OW,"75,570.93",0.045,"3,400.69",
40835538,05-09-2025,SALE,,d1,JU,Регулярка,RT,"106,011.00",0.045,"4,770.50",
40835538,05-09-2025,SALE,,d1,JU,Регулярка,RT,"106,011.00",0.045,"4,770.50",
40875408,14-09-2025,SALE,,d1,EK,Регулярка,RT,"74,441.00",0.045,"3,349.85",
40865689,12-09-2025,SALE,,d1,JU,Регулярка,RT,"99,820.00",0.045,"4,491.90",
40834310,05-09-2025,SALE,,d1,JU,Регулярка,RT,"95,347.00",0.045,"4,290.62",
40834310,05-09-2025,SALE,,d1,JU,Регулярка,RT,"95,347.00",0.045,"4,290.62",
40851942,09-09-2025,SALE,,d1,JU,Регулярка,RT,"95,068.00",0.045,"4,278.06",
40869272,13-09-2025,SALE,,d1,"5Z,EK,FA",Регулярка,OW,"134,620.00",0.045,"6,057.90",
40855094,10-09-2025,SALE,,d1,JU,Регулярка,RT,"94,754.00",0.045,"4,263.93",
40862037,11-09-2025,SALE,,d1,УР,Чартер,RT,"69,835.75",0.04,"2,793.43",
40872203,13-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40876022,15-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40876179,15-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40876199,15-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40876660,15-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40879505,15-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,551.00",0.045,"3,984.80",
40861687,11-09-2025,SALE,,d1,"EK,MK",Регулярка,RT,"88,135.00",0.045,"3,966.08",
40877695,15-09-2025,SALE,,d1,ТК,Регулярка,OW,"67,065.00",0.045,"3,017.93",
40849532,09-09-2025,SALE,,d1,EK,Регулярка,RT,"66,368.00",0.045,"2,986.56",
40849532,09-09-2025,SALE,,d1,EK,Регулярка,RT,"66,368.00",0.045,"2,986.56",
40849532,09-09-2025,SALE,,d1,EK,Регулярка,RT,"66,368.00",0.045,"2,986.56",
40845347,08-09-2025,SALE,,d1,JU,Регулярка,RT,"88,949.00",0.045,"4,002.71",
40845347,08-09-2025,SALE,,d1,JU,Регулярка,RT,"88,949.00",0.045,"4,002.71",
40845347,08-09-2025,SALE,,d1,JU,Регулярка,RT,"88,949.00",0.045,"4,002.71",
40825710,03-09-2025,SALE,,d1,2S,Чартер,OW,"2,861.29",0.045,128.76,
40858789,10-09-2025,SALE,,d1,JU,Регулярка,RT,"92,887.00",0.045,"4,179.92",
40846896,08-09-2025,SALE,,d1,СУ,Чартер,OW,26.00,0.025,0.65,
40839124,06-09-2025,SALE,,d1,G9,Чартер,RT,"65,082.46",0.045,"2,928.71",
40848485,09-09-2025,SALE,,d1,J9,Чартер,RT,"64,409.00",0.045,"2,898.41",
40850181,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"63,939.00",0.045,"2,877.26",
40830996,04-09-2025,SALE,,d1,AI,Регулярка,OW,"69,827.00",0.045,"3,142.22",
40830168,04-09-2025,SALE,,d1,ТК,Чартер,OW,"65,016.13",0.045,"2,925.73",
40875367,14-09-2025,SALE,,d1,SV,Регулярка,RT,"93,254.00",0.045,"4,196.43",
40815487,01-09-2025,SALE,,d1,AF,Регулярка,RT,"76,230.00",0.045,"3,430.35",
40853092,09-09-2025,SALE,,d1,КЛ,Чартер,OW,475.50,0.04,19.02,
40878986,15-09-2025,SALE,,d1,"UJ,ЕО",Чартер,RT,"64,359.53",0.04,"2,574.38",
40838006,06-09-2025,SALE,,d1,G9,Чартер,RT,"65,082.46",0.045,"2,928.71",
40820001,02-09-2025,SALE,,d1,В2,Чартер,RT,"68,730.00",0.04,"2,749.20",
40855981,10-09-2025,SALE,,d1,G9,Чартер,RT,"62,192.99",0.045,"2,798.68",
40855981,10-09-2025,SALE,,d1,G9,Чартер,RT,"62,192.99",0.045,"2,798.68",
40879398,15-09-2025,SALE,,d1,СУ,Чартер,OW,"44,721.00",0.025,"1,118.03",
40850774,09-09-2025,SALE,,d1,JU,Регулярка,RT,"82,473.00",0.045,"3,711.29",
40822658,02-09-2025,SALE,,d1,В2,Чартер,RT,"66,847.00",0.04,"2,673.88",
40840202,07-09-2025,SALE,,d1,QR,Регулярка,RT,"101,806.00",0.045,"4,581.27",
40840202,07-09-2025,SALE,,d1,QR,Регулярка,RT,"101,806.00",0.045,"4,581.27",
40854516,10-09-2025,SALE,,d1,ТК,Регулярка,OW,"59,488.00",0.045,"2,676.96",
40859114,11-09-2025,SALE,,d1,BA,Регулярка,OW,"65,275.00",0.045,"2,937.38",
40859114,11-09-2025,SALE,,d1,BA,Регулярка,OW,"65,275.00",0.045,"2,937.38",
40859114,11-09-2025,SALE,,d1,BA,Регулярка,OW,"65,275.00",0.045,"2,937.38",
40851009,09-09-2025,SALE,,d1,JU,Регулярка,RT,"78,693.00",0.045,"3,541.19",
40847350,08-09-2025,SALE,,d1,UJ,Чартер,OW,"60,207.01",0.045,"2,709.32",
40847350,08-09-2025,SALE,,d1,UJ,Чартер,OW,"60,207.01",0.045,"2,709.32",
40847350,08-09-2025,SALE,,d1,UJ,Чартер,OW,"60,207.01",0.045,"2,709.32",
40878986,15-09-2025,SALE,,d1,"UJ,ЕО",Чартер,RT,"58,967.93",0.04,"2,358.72",
40822583,02-09-2025,SALE,,d1,NE,Чартер,RT,"59,631.25",0.04,"2,385.25",
40858488,10-09-2025,SALE,,d1,SQ,Регулярка,OW,"71,319.00",0.045,"3,209.36",
40875408,14-09-2025,SALE,,d1,EK,Регулярка,RT,"60,667.00",0.045,"2,730.02",
40816164,01-09-2025,SALE,,d1,JU,Регулярка,RT,"80,584.00",0.045,"3,626.28",
40862037,11-09-2025,SALE,,d1,УР,Чартер,RT,"57,078.54",0.04,"2,283.14",
40878755,15-09-2025,SALE,,d1,JU,Регулярка,OW,"76,954.00",0.045,"3,462.93",
40867483,12-09-2025,SALE,,d1,G9,Чартер,RT,"56,601.28",0.045,"2,547.06",
40867483,12-09-2025,SALE,,d1,G9,Чартер,RT,"56,601.28",0.045,"2,547.06",
40867483,12-09-2025,SALE,,d1,G9,Чартер,RT,"56,601.29",0.045,"2,547.06",
40867483,12-09-2025,SALE,,d1,G9,Чартер,RT,"56,601.29",0.045,"2,547.06",
40843419,08-09-2025,SALE,,d1,КЛ,Чартер,OW,475.50,0.04,19.02,
40868262,12-09-2025,SALE,,d1,JU,Регулярка,RT,"75,926.00",0.045,"3,416.67",
40847350,08-09-2025,SALE,,d1,UJ,Чартер,OW,"58,035.51",0.045,"2,611.60",
40851007,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"54,782.00",0.045,"2,465.19",
40869498,13-09-2025,SALE,,d1,EK,Регулярка,OW,"55,764.00",0.045,"2,509.38",
40834772,05-09-2025,SALE,,d1,У6,Чартер,OW,475.50,0.04,19.02,
40865689,12-09-2025,SALE,,d1,JU,Регулярка,RT,"77,869.00",0.045,"3,504.11",
40877695,15-09-2025,SALE,,d1,ТК,Регулярка,OW,"54,005.00",0.045,"2,430.23",
40876844,15-09-2025,SALE,,d1,QR,Регулярка,RT,"93,420.00",0.045,"4,203.90",
40866674,12-09-2025,SALE,,d1,JU,Регулярка,RT,"73,501.00",0.045,"3,307.55",
40851049,09-09-2025,SALE,,d1,JU,Регулярка,RT,"73,023.00",0.045,"3,286.04",
40842398,07-09-2025,SALE,,d1,G9,Чартер,RT,"53,889.97",0.045,"2,425.05",
40842398,07-09-2025,SALE,,d1,G9,Чартер,RT,"53,889.97",0.045,"2,425.05",
